Rank,Character,Base,Additional,Max,Air speed,Regular Fall,Fast Fall,% Increase,Gravity,Full Hop,Short Hop,Air Jump,SH Fast Fall,FH Fast Fall,Weight,Hard Land,Soft Land (Universal),Walk Speed,Initial Dash,Run Speed,Dash Frames,Pivot Dash Frames,Fast (Initial Dash),Normal (Buffer Window),Slow (Full Dash),Startup,Intangible Until,Total,Notes,Note,Total Frames With/Without Cancel,Intangible Start Frame,Intangible Last Frame,Grab Range,Attack Range,Attack Frames,Neutral Getup,Roll,Jump,Number,Move,Reflector Active,Hitbox,Damage Mult,Speed Mult,Break Threshold,Lifetime Mult,#1,Fastest Move(s),#2,2nd Fastest Move(s),#3,3rd Fastest Move(s),Grab,"Grab, Post-Shieldstun",Item Throw(Forward),Item Throw(Back),Jump+Z-Drop (Front),Jump+Z-Drop(Behind),Key
,Ivysaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jigglypuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rosalina and Luma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zelda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/26,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/28,3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charizard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/28,3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ganondorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/28,3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,King Dedede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/28,3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,King K. Rool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/28,3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ridley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/28,3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Byleth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banjo & Kazooie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bayonetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Captain Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diddy Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Donkey Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dr. Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duck Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Falco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ganondorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Greninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ice Climbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Incineroar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isabelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jigglypuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kazuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,King Dedede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,King K. Rool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Little Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mega Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meta Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mewtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Brawler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Gunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Swordfighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mr. Game & Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mythra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (white +2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (white +1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.45 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (r/b/y +2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.55 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (r/b/y +1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (r/b/y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (purple +2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (purple +1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar (purple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAC-MAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palutena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pichu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pikachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,Piranha Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pokemon Trainer (Charizard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pokemon Trainer (Ivysaur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pokemon Trainer (Squirtle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,R.O.B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,
,Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ridley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rosalina & Luma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sephiroth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toon Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,Villager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wii Fit Trainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0 ~,,,,,,,,,,,,,,,,,,,,,,,,,,
,Young Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zelda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zero Suit Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15) F-,1-26 intangible / 55 total / -22 on shield,1-33 intangible / 34 total,1-25 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Donkey Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03) S,1-25 intangible / 55 total / -22 on shield,1-33 intangible / 34 total,1-28 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02) S+,1-22 intangible / 55 total / -26 on shield,1-33 intangible / 34 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05) A,1-27 intangible / 55 total / -21 on shield,1-31 intangible / 32 total,1-22 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Dark Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05) A,1-27 intangible / 55 total / -21 on shield,1-31 intangible / 32 total,1-22 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Yoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14) F,1-22 intangible / 55 total / -26 on shield,1-32 intangible / 33 total,1-22 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12) E,1-22 intangible / 55 total / -26 on shield,1-32 intangible / 33 total,1-22 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11) D-,1-21 intangible / 55 total / -27 on shield,1-33 intangible / 34 total,1-25 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Pikachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13) E-,1-25 intangible / 55 total / -23 on shield,1-31 intangible / 32 total,1-24 intangible / 45 total,1-11 intangible / 13 total,,,,,,,,,,,,,,,,,,,,,
,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15) F-,1-22 intangible / 55 total / -26 on shield,1-33 intangible / 34 total,1-29 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16) G,1-24 intangible / 55 total / -24 on shield,1-33 intangible / 34 total,1-20 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Captain Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14) F,1-24 intangible / 55 total / -23 on shield,1-33 intangible / 34 total,1-23 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Jigglypuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14) F,1-23 intangible / 55 total / -26 on shield,1-33 intangible / 34 total,1-25 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11) D-,1-20 intangible / 55 total / -28 on shield,1-31 intangible / 32 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Daisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11) D-,1-20 intangible / 55 total / -28 on shield,1-31 intangible / 32 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Bowser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01) SS,1-24 intangible / 55 total / -23 on shield,1-33 intangible / 34 total,1-24 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Ice Climbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17) G-,1-26 intangible / 55 total / -23 on shield,1-33 intangible / 34 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Sheik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09) C-,1-24 intangible / 55 total / -25 on shield,1-33 intangible / 34 total,1-27 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Zelda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15) F-,1-26 intangible / 55 total / -25 on shield,1-33 intangible / 34 total,1-27 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Dr. Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15) F-,1-26 intangible / 55 total / -21 on shield,1-33 intangible / 34 total,1-25 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Pichu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13) E-,1-23 intangible / 55 total / -25 on shield,1-33 intangible / 34 total,1-29 intangible / 45 total,1-10 intangible / 12 total,,,,,,,,,,,,,,,,,,,,,
,Falco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14) F,1-22 intangible / 55 total / -26 on shield,1-33 intangible / 34 total,1-27 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Marth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06) B,1-25 intangible / 55 total / -23 on shield,1-33 intangible / 34 total,1-27 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Lucina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06) B,1-25 intangible / 55 total / -23 on shield,1-33 intangible / 34 total,1-27 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Ganondorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02) S+,1-26 intangible / 55 total / -21 on shield,1-32 intangible / 33 total,1-24 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Mewtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02) S+,1-23 intangible / 55 total / -25 on shield,1-33 intangible / 34 total,1-23 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06) B,1-25 intangible / 55 total / -22 on shield,1-33 intangible / 34 total,1-27 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Young Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19) H-,1-23 intangible / 55 total / -25 on shield,1-31 intangible / 32 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Chrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06) B,1-25 intangible / 55 total / -22 on shield,1-33 intangible / 34 total,1-27 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Mr. Game & Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16) G,1-26 intangible / 55 total / -22 on shield,1-33 intangible / 34 total,1-29 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Metaknight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11) D-,1-27 intangible / 55 total / -21 on shield,1-33 intangible / 34 total,1-27 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07) B-,1-27 intangible / 55 total / -21 on shield,1-33 intangible / 34 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Dark Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07) B-,1-27 intangible / 55 total / -21 on shield,1-33 intangible / 34 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Zero Suit Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08) C,1-19 intangible / 55 total / -29 on shield,1-33 intangible / 34 total,1-25 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Wario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10) D,1-20 intangible / 55 total / -27 on shield,1-33 intangible / 34 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Snake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18) H,1-27 intangible / 55 total / -20 on shield,1-33 intangible / 34 total,1-25 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Ike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06) B,1-21 intangible / 55 total / -26 on shield,1-33 intangible / 34 total,1-24 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Squirtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18) H,1-30 intangible / 55 total / -18 on shield,1-33 intangible / 34 total,1-23 intangible / 45 total,1-10 intangible / 12 total,,,,,,,,,,,,,,,,,,,,,
,Ivysaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15) F-,1-23 intangible / 55 total / -25 on shield,1-33 intangible / 34 total,1-20 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Charizard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03) S,1-26 intangible / 55 total / -21 on shield,1-33 intangible / 34 total,1-21 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
,Diddy Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08) C,1-25 intangible / 55 total / -23 on shield,1-33 intangible / 34 total,1-26 intangible / 45 total,1-12 intangible / 14 total,,,,,,,,,,,,,,,,,,,,,
