Character,Air Acceleration_Base,Air Acceleration_Additional,Air Acceleration_Max,Air Speed_Air speed,Fall Speed_Regular Fall,Fall Speed_Fast Fall,Fall Speed_% Increase,Gravity_Gravity,Jump Height_Full Hop,Jump Height_Short Hop,Jump Height_Air Jump,Jump Durations_Short Hop,Jump Durations_Full Hop,Jump Durations_SH Fast Fall,Jump Durations_FH Fast Fall,Weight_Weight,Landing_Hard Land,Landing_Soft Land (Universal),Walk Speed_Walk Speed,Dash and Run Speed_Initial Dash,Dash and Run Speed_Run Speed,Dash and Run Speed_Dash Frames,Dash and Run Speed_Pivot Dash Frames,Dash Turnaround_Fast (Initial Dash),Dash Turnaround_Normal (Buffer Window),Dash Turnaround_Slow (Full Dash),Neutral Air Dodges_Startup,Neutral Air Dodges_Intangible Until,Neutral Air Dodges_Total,Neutral Air Dodges_Notes,Backward Rolls_Startup,Backward Rolls_Intangible Until,Backward Rolls_Total,Backward Rolls_Note,Forward Rolls_Startup,Forward Rolls_Intangible Until,Forward Rolls_Total,Forward Rolls_Notes,Spot Dodges_Total Frames With/Without Cancel,Spot Dodges_Intangible Start Frame,Spot Dodges_Intangible Last Frame,Spot Dodges_Notes,Grab Range_Grab Range,Ledge Stats_Attack Range,Ledge Stats_Attack Frames,Ledge Stats_Neutral Getup,Ledge Stats_Roll,Ledge Stats_Jump,Reflectors_Number,Reflectors_Move,Reflectors_Reflector Active,Reflectors_Hitbox,Reflectors_Damage Mult,Reflectors_Speed Mult,Reflectors_Break Threshold,Reflectors_Lifetime Mult,Reflectors_Notes,Out of Shield_#1,Out of Shield_Fastest Move(s),Out of Shield_#2,Out of Shield_2nd Fastest Move(s),Out of Shield_#3,Out of Shield_3rd Fastest Move(s),Out of Shield_Grab,"Out of Shield_Grab, Post-Shieldstun",Out of Shield_Item Throw(Forward),Out of Shield_Item Throw(Back),Out of Shield_Jump+Z-Drop (Front),Out of Shield_Jump+Z-Drop(Behind),Out of Shield_Key
Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olimar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac-Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palutena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piranha Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.O.B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sephiroth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wii Fit Trainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donkey Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incineroar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivysaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jigglypuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Game & Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalina & Luma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charizard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganondorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Dedede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King K. Rool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayonetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(2) 6,15.0,31.0,Bat Within on frames  2-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mythra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(2) 6,18.0,35.0,Foresight on frames 2-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zero Suit Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diddy Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meta Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pichu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squirtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toon Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banjo & Kazooie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowser Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byleth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice Climbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mewtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mii Brawler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mii Gunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mii Swordfighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Min Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olimar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac-Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palutena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piranha Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.O.B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sephiroth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wii Fit Trainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donkey Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incineroar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivysaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jigglypuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Game & Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalina & Luma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charizard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganondorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Dedede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King K. Rool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayonetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/25,2 (6),17.0,"Bat Within  on frames 2-5, Int. frame 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mythra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/31,2 (7),21.0,"Foresight  on frames 2-6, Int.frame 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/23,3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/23,3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/23,3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zero Suit Samus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/23,3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diddy Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meta Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pichu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squirtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toon Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/24,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/25,3,17.0,Can Cancel Into  Spot Dodge Attack  Frame 10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banjo & Kazooie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/25,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowser Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/25,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byleth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/25,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/25,3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
